"RegistroID";"Importado";"Temporario";"Removido";"ImportadoRepetido";"Codigo";"Sigla";"Nome";"DataIns";"DataAlt";"RespAlt"
66807773.00;0;0;0;0;329;"BRENNAND";"Brennand Energia Manopla S.A";11/2/2020 00:00:00;;8
66807774.00;0;0;0;0;330;"INDIAVAI ENERG";"Indiavai Energética  S.A.";11/2/2020 00:00:00;;8
66807775.00;0;0;0;0;375;"COGESDEC";"Conselho dos Gestores Municipais de Defesa Civil do Est. do Rio de Janeiro";11/2/2020 00:00:00;;8
66807776.00;0;0;0;0;339;"BURITI";"Buriti Energia S.A";11/2/2020 00:00:00;;8
66807777.00;0;0;0;0;350;"ALTO JAURU";"Alto Jauru Energética S.A";11/2/2020 00:00:00;;8
66807778.00;0;0;0;0;365;"TOCANTINS";"Tocantins Energética S.A.";11/2/2020 00:00:00;;8
66807779.00;0;0;0;0;453;"SÃO GERALDO";"São Geraldo Energética S/A";11/2/2020 00:00:00;;8
66807780.00;0;0;0;0;344;"CBR";"Cachoeira do Brumado Energia Elétrica LTDA.";11/2/2020 00:00:00;;8
66807781.00;0;0;0;0;381;"SRHE-PE";"Secretaria de Recursos Hídricos e Energéticos - PE";11/2/2020 00:00:00;;8
66807782.00;0;0;0;0;437;"CONS.CECS";"Consórcio Energético Cruzeiro do Sul";11/2/2020 00:00:00;;8
66807783.00;0;0;0;0;382;"COMPESA";"Companhia Pernambucana de Saneamento";11/2/2020 00:00:00;;8
66807784.00;0;0;0;0;383;"IPA-PE";"Instituto Agronômico de Pernambuco";11/2/2020 00:00:00;;8
66807785.00;0;0;0;0;360;"ABRANJO";"Abranjo Geração de Energia S.A.";11/2/2020 00:00:00;;8
66807786.00;0;0;0;0;361;"BROOKFIELD M.G.";"Brookfield Energia Renovavel Minas Gerais S.A.";11/2/2020 00:00:00;;8
66807787.00;0;0;0;0;401;"ASEA";"Água e Solo Estudos Ambientais";11/2/2020 00:00:00;;8
66807788.00;0;0;0;0;402;"VÊNETO";"Vêneto Energética S.A.";11/2/2020 00:00:00;;8
66807789.00;0;0;0;0;278;"ENERPEIXE";"Enerpeixe S.A";11/2/2020 00:00:00;;8
66807790.00;0;0;0;0;1059;"STATKRAFT";"Statkraft Energias Renováveis S.A.";11/2/2020 00:00:00;;8
66807791.00;0;0;0;0;203;"ITAMARATI";"Itamarati Norte S.A - Agropecuária";11/2/2020 00:00:00;;8
66807792.00;0;0;0;0;204;"CEC";"Companhia Energética Chapecó";11/2/2020 00:00:00;;8
66807793.00;0;0;0;0;280;"L.D.Q.S.P.E.";"L.D.Q.S.P.E. Geração de Energia e Participações Ltda.";11/2/2020 00:00:00;;8
66807794.00;0;0;0;0;205;"FERTILIGAS";"Fertiligas Industria e Comércio Ltda.";11/2/2020 00:00:00;;8
66807795.00;0;0;0;0;281;"HIDROTÉCNICA";"Hidrotécnica Serviços Técnicos Ltda";11/2/2020 00:00:00;;8
66807796.00;0;0;0;0;206;"ITAPEBI";"Itapebi Geração de Energia S.A.";11/2/2020 00:00:00;;8
66807797.00;0;0;0;0;207;"PRIMO TEDESCO";"Fabrica de Papel Primo Tedesco S.A.";11/2/2020 00:00:00;;8
66807798.00;0;0;0;0;208;"FLP";"Ferro Ligas Piracicaba Ltda.-FLP";11/2/2020 00:00:00;;8
66807799.00;0;0;0;0;209;"QUEIROS GALVÃO";"Queiros Galvão Elétrica S.A.";11/2/2020 00:00:00;;8
66807800.00;0;0;0;0;210;"INVESTCO";"Investco S.A.";11/2/2020 00:00:00;;8
66807801.00;0;0;0;0;211;"ELEKTRO";"Instituto Elektro";11/2/2020 00:00:00;;8
66807802.00;0;0;0;0;212;"CER";"Centrais Elétricas de Roraima";11/2/2020 00:00:00;;8
66807803.00;0;0;0;0;213;"CESC";"Companhia Energética Santa Clara-CESC";11/2/2020 00:00:00;;8
66807804.00;0;0;0;0;214;"VISTA";"Bela Vista Geração de Energia S.A.";11/2/2020 00:00:00;;8
66807805.00;0;0;0;0;215;"COTIPORÃ";"Cotiporã Energética S.A.";11/2/2020 00:00:00;;8
66807806.00;0;0;0;0;216;"CLFSC";"Companhia Luz e Força Santa Cruz";11/2/2020 00:00:00;;8
66807807.00;0;0;0;0;217;"PANAMBI";"Hidroelétrica Panambi S.A.";11/2/2020 00:00:00;;8
66807808.00;0;0;0;0;218;"CSPE";"CSPE - Companhia Sul Paulista de Energia";11/2/2020 00:00:00;;8
66807809.00;0;0;0;0;397;"SANTA FÉ";"Santa Fé Energia S.A";11/2/2020 00:00:00;;8
66807810.00;0;0;0;0;459;"LINHA EMILIA";"Linha Emilia Energética S.A.";11/2/2020 00:00:00;;8
66807811.00;0;0;0;0;398;"BME CAP. CONV.";"Capão da Convenção Energia S.A-BME";11/2/2020 00:00:00;;8
66807812.00;0;0;0;0;352;"GRANDVIEW";"Grandview Energia LTDA";11/2/2020 00:00:00;;8
66807813.00;0;0;0;0;386;"SEMA-MS";"Secretaria de Meio Ambiente do Estado do Mato Grosso do Sul";11/2/2020 00:00:00;;8
66807814.00;0;0;0;0;702;"ENEL DA FAZENDA";"Enel Green Power da Fazenda S.A";11/2/2020 00:00:00;;8
66807815.00;0;0;0;0;704;"ENEL BOI";"Enel Green Power Cabeça de Boi S.A";11/2/2020 00:00:00;;8
66807816.00;0;0;0;0;758;"CNB";"Companhia de Nickel do Brasil-CNB";11/2/2020 00:00:00;;8
66807817.00;0;0;0;0;1062;"RIO PARANÁ";"Rio Paraná Energia S.A.";11/2/2020 00:00:00;;8
66807818.00;0;0;0;0;760;"CERR";"Companhia Energética de Roraima-CERR";11/2/2020 00:00:00;;8
66807819.00;0;0;0;0;258;"SEMARH-TO";"Secretaria do Meio Ambiente e Recursos Hídricos - TO";11/2/2020 00:00:00;;8
66807820.00;0;0;0;0;1041;"TOUROS IV";"Touros IV Energética S.A.";11/2/2020 00:00:00;;8
66807821.00;0;0;0;0;763;"ELMA";"Elma Eletricidade de Mato Grosso Ltda.";11/2/2020 00:00:00;;8
66807822.00;0;0;0;0;764;"CAMPO DE CIMA";"Energética Campo de Cima da Serra Ltda.";11/2/2020 00:00:00;;8
66807823.00;0;0;0;0;400;"PCH TS S.A.";"Pequena Central Hidrelétrica TS S.A.";11/2/2020 00:00:00;;8
66807824.00;0;0;0;0;766;"GERDAU";"Gerdau Aços Longos S.A";11/2/2020 00:00:00;;8
66807825.00;0;0;0;0;767;"SUCUPIRA";"Hidrelétrica Sucupira S.A";11/2/2020 00:00:00;;8
66807826.00;0;0;0;0;768;"ÂNGELO CASSOL";"Hidroelétrica Ângelo Cassol Ltda.";11/2/2020 00:00:00;;8
66807827.00;0;0;0;0;769;"CACHIMBO ALTO";"Hidroelétrica Cachimbo Alto Ltda.";11/2/2020 00:00:00;;8
66807828.00;0;0;0;0;770;"INXU";"Inxú Geradora e Comercializadora de Energia Elétrica S.A.";11/2/2020 00:00:00;;8
66807829.00;0;0;0;0;771;"JMALUCELLI";"J. Malucelli Construtora de Obras S/A";11/2/2020 00:00:00;;8
66807830.00;0;0;0;0;411;"SF PRODUÇÃO";"SF Produção de Energia Elétrica Ltda.";11/2/2020 00:00:00;;8
66807831.00;0;0;0;0;773;"NOVO MUNDO";"Novo Mundo Energética S.A";11/2/2020 00:00:00;;8
66807832.00;0;0;0;0;774;"BRASIL FOODS";"Brasil Foods";11/2/2020 00:00:00;;8
66807833.00;0;0;0;0;775;"PEZZI";"Pezzi Energética S.A";11/2/2020 00:00:00;;8
66807834.00;0;0;0;0;776;"PIRAPORA";"Pirapora Energia S.A";11/2/2020 00:00:00;;8
66807835.00;0;0;0;0;777;"RIALMA V";"Rialma Companhia Energética  V S.A";11/2/2020 00:00:00;;8
66807836.00;0;0;0;0;778;"RVERDE-QUEBRADA";"Rio Verde Energia S.A - Canoa Quebrada";11/2/2020 00:00:00;;8
66807837.00;0;0;0;0;779;"SCRUZ- POWER";"Santa Cruz Power Corporation Usinas Hidroelétricas S.A";11/2/2020 00:00:00;;8
66807838.00;0;0;0;0;780;"SF ENERGÉTICA";"Santa Fé Energética S.A";11/2/2020 00:00:00;;8
66807839.00;0;0;0;0;781;"SÃO SEBASTIÃO";"São Sebastião Empreendimentos S.A";11/2/2020 00:00:00;;8
66807840.00;0;0;0;0;782;"SPE ALTO GARCIA";"SPE Alto Garcia Energética S.A.";11/2/2020 00:00:00;;8
66807841.00;0;0;0;0;783;"TAPIRAPUAN";"Tapirapuan S.A Indústria e Comércio";11/2/2020 00:00:00;;8
66807842.00;0;0;0;0;784;"CONS.FUNIL";"Consórcio AHE Funil";11/2/2020 00:00:00;;8
66807843.00;0;0;0;0;498;"IG. CAARATINGA";"Iguaçu Caaratinga Energia Ltda.";11/2/2020 00:00:00;;8
66807844.00;0;0;0;0;786;"CONS.ATERPA";"Consórcio Aterpa CCM";11/2/2020 00:00:00;;8
66807845.00;0;0;0;0;787;"CONS.CAP.BRANCO";"Consórcio Capim Branco Energia";11/2/2020 00:00:00;;8
66807846.00;0;0;0;0;788;"CONS.CEMIG-CEB";"Consorcio CEMIG-CEB";11/2/2020 00:00:00;;8
66807847.00;0;0;0;0;789;"CONS.IGARAPAVA";"Consórcio da Usina Hidreletrica de Igarapava";11/2/2020 00:00:00;;8
66807848.00;0;0;0;0;513;"CALDEIRÃO S.A.";"Empresa de Energia Cachoeira do Caldeirão S.A.";11/2/2020 00:00:00;;8
66807849.00;0;0;0;0;791;"CONS.CESTE";"Consórcio Estreito Energia - CESTE";11/2/2020 00:00:00;;8
66807850.00;0;0;0;0;792;"CONS.GESAI";"Consórcio GESAI - Geração Santa Isabel";11/2/2020 00:00:00;;8
66807851.00;0;0;0;0;793;"CONS.AIMORÉS";"Consórcio da Hidrelétrica Aimorés";11/2/2020 00:00:00;;8
66807852.00;0;0;0;0;794;"CONS.RIOGRANDE";"Consórcio PCH Alto Rio Grande";11/2/2020 00:00:00;;8
66807853.00;0;0;0;0;795;"CAZUZA";"Cazuza Ferreira Energética S.A.";11/2/2020 00:00:00;;8
66807854.00;0;0;0;0;796;"SALTO NATAL";"Energética Salto Natal S.A.";11/2/2020 00:00:00;;8
66807855.00;0;0;0;0;797;"CONS.SELT";"Consórcio SELT";11/2/2020 00:00:00;;8
66807856.00;0;0;0;0;798;"CONS.ARROZEIRA";"Consórcio PCH Arrozeira Meyer";11/2/2020 00:00:00;;8
66807857.00;0;0;0;0;799;"CONS.BAGUARI";"Consórcio UHE Baguari";11/2/2020 00:00:00;;8
66807858.00;0;0;0;0;800;"CONS.CANOAS";"Consórcio UHE Canoas";11/2/2020 00:00:00;;8
66807859.00;0;0;0;0;802;"CONS.DFRANCISCA";"Consórcio UHE Dona Francisca";11/2/2020 00:00:00;;8
66807860.00;0;0;0;0;124;"SIMEHGO";"Sistema de Meteorologia e Hidrologia do Estado de Goiás";11/2/2020 00:00:00;;8
66807861.00;0;0;0;0;119;"DINFRA";"Departamento Nacional de Infra Estrutura";11/2/2020 00:00:00;;8
66807862.00;0;0;0;0;130;"ENERSUL";"Empresa Energética do Mato Grosso do Sul";11/2/2020 00:00:00;;8
66807863.00;0;0;0;0;132;"CERJ";"Companhia de Eletricidade do Rio de Janeiro";11/2/2020 00:00:00;;8
66807864.00;0;0;0;0;137;"CBA";"Companhia Brasileira de Alumínio-CBA";11/2/2020 00:00:00;;8
66807865.00;0;0;0;0;277;"TAIRETÁ";"Tairetá Eletricidade Ltda.";11/2/2020 00:00:00;;8
66807866.00;0;0;0;0;731;"DIVISA";"Divisa Energia S.A";11/2/2020 00:00:00;;8
66807867.00;0;0;0;0;291;"IGARN-RN";"Instituto de Gestão das Águas do Estado do Rio Grande do Norte";11/2/2020 00:00:00;;8
66807868.00;0;0;0;0;310;"LAFARGE";"Lafarge Brasil S.A.";11/2/2020 00:00:00;;8
66807869.00;0;0;0;0;449;"TANGARÁ";"Tangará Energética S.A.";11/2/2020 00:00:00;;8
66807870.00;0;0;0;0;466;"PANTANAL";"Pantanal Energética Ltda.";11/2/2020 00:00:00;;8
66807871.00;0;0;0;0;341;"FLOW";"Flow engenharia";11/2/2020 00:00:00;;8
66807872.00;0;0;0;0;732;"ILHA COMPRIDA";"Ilha Comprida Energia S.A";11/2/2020 00:00:00;;8
66807873.00;0;0;0;0;1058;"AGROINDUSTRIAL";"Cooperativa Agrária Agroindustrial";11/2/2020 00:00:00;;8
66807874.00;0;0;0;0;734;"MOHINI";"Mohini Empreendimentos e Participações";11/2/2020 00:00:00;;8
66807875.00;0;0;0;0;735;"LINHA JACINTO";"Coogerva Linha Jacinto Energia S.A";11/2/2020 00:00:00;;8
66807876.00;0;0;0;0;736;"LINHA APARECIDA";"Coogerva Linha Aparecida Energia S.A";11/2/2020 00:00:00;;8
66807877.00;0;0;0;0;737;"QUARTEL UM";"Quartel Um Energética S.A.";11/2/2020 00:00:00;;8
66807878.00;0;0;0;0;738;"QUARTEL DOIS";"Quartel Dois Energética S.A";11/2/2020 00:00:00;;8
66807879.00;0;0;0;0;739;"QUARTEL TRES";"Quartel Três Energética S.A";11/2/2020 00:00:00;;8
66807880.00;0;0;0;0;740;"POÇO FUNDO";"Poço Fundo Energia S.A";11/2/2020 00:00:00;;8
66807881.00;0;0;0;0;741;"ZÉ TUNIN";"Zé Tunin S.A";11/2/2020 00:00:00;;8
66807882.00;0;0;0;0;742;"JESUITA";"Jesuíta Energia S.A";11/2/2020 00:00:00;;8
66807883.00;0;0;0;0;743;"MATA VELHA";"Mata Velha Energética S.A";11/2/2020 00:00:00;;8
66807884.00;0;0;0;0;744;"PARANÁ";"Paraná Geração de Energia S.A";11/2/2020 00:00:00;;8
66807885.00;0;0;0;0;745;"SEGREDO";"Segredo Energia S.A";11/2/2020 00:00:00;;8
66807886.00;0;0;0;0;746;"CAVALINHOS II";"Serra dos Cavalinhos II Energética S.A";11/2/2020 00:00:00;;8
66807887.00;0;0;0;0;747;"EUCLIDES";"Euclides Maciel Energética S.A.";11/2/2020 00:00:00;;8
66807888.00;0;0;0;0;748;"MACAÚBAS";"Macaúbas Energia Renovável Ltda";11/2/2020 00:00:00;;8
66807889.00;0;0;0;0;749;"MF PROJETOS";"MF Projetos em Energia Ltda";11/2/2020 00:00:00;;8
66807890.00;0;0;0;0;750;"TELES PIRES";"Companhia Hidrelétrica Teles Pires";11/2/2020 00:00:00;;8
66807891.00;0;0;0;0;751;"RIALMA I";"Centrais Elétricas Rio das Almas S.A-RIALMA";11/2/2020 00:00:00;;8
66807892.00;0;0;0;0;752;"RIALMA III";"Rialma Companhia Energética III S.A";11/2/2020 00:00:00;;8
66807893.00;0;0;0;0;753;"RIALMA II";"Rialma Companhia Energética II S.A";11/2/2020 00:00:00;;8
66807894.00;0;0;0;0;547;"SÃO MAURICIO";"Geradora de Energia São Maurício S.A";11/2/2020 00:00:00;;8
66807895.00;0;0;0;0;548;"GERAOESTE";"Usinas Elétricas do Oeste S.A.";11/2/2020 00:00:00;;8
66807896.00;0;0;0;0;549;"GUARANTÃ";"Guarantã Energética Ltda.";11/2/2020 00:00:00;;8
66807897.00;0;0;0;0;550;"HACKER";"Hacker Industrial Ltda.";11/2/2020 00:00:00;;8
66807898.00;0;0;0;0;551;"ÁGUASCLARAS";"Hidrelétrica Águas Claras Ltda.";11/2/2020 00:00:00;;8
66807899.00;0;0;0;0;552;"AREIA BRANCA";"Hidrelétrica Areia Branca S.A";11/2/2020 00:00:00;;8
66807900.00;0;0;0;0;553;"CACHOEIRÃO";"Hidrelétrica Cachoeirão S.A";11/2/2020 00:00:00;;8
66807901.00;0;0;0;0;554;"SERRAVELHA";"Hidrelétrica Serra Velha Ltda.";11/2/2020 00:00:00;;8
66807902.00;0;0;0;0;555;"MALAGONE";"Hidrelétrica Malagone S.A";11/2/2020 00:00:00;;8
66807903.00;0;0;0;0;556;"PEQUI";"Hidrelétrica Pequi S.A";11/2/2020 00:00:00;;8
66807904.00;0;0;0;0;557;"PIPOCA";"Hidrelétrica Pipoca S.A";11/2/2020 00:00:00;;8
66807905.00;0;0;0;0;558;"ROSSI";"Hidrelétrica Rossi Ltda.";11/2/2020 00:00:00;;8
66807906.00;0;0;0;0;559;"BERGAMIN";"Hidroelétrica Bergamin Ltda.";11/2/2020 00:00:00;;8
66807907.00;0;0;0;0;560;"MINÉ";"Hidroelétrica Cachoeira do Miné S.A";11/2/2020 00:00:00;;8
66807908.00;0;0;0;0;561;"CHUPINGUAIA";"Hidroelétrica Chupinguaia Ltda.";11/2/2020 00:00:00;;8
66807909.00;0;0;0;0;562;"PARDOS";"Hidroelétrica Pardos S.A.";11/2/2020 00:00:00;;8
66807910.00;0;0;0;0;563;"HIDROPOWER";"Hidropower Energia S.A";11/2/2020 00:00:00;;8
66807911.00;0;0;0;0;564;"HIDROSSOL";"Hidrossol Hidroelétricas Cassol Ltda.";11/2/2020 00:00:00;;8
66807912.00;0;0;0;0;565;"KUHLEMANN";"Hydro Kuhlemann Geração Ltda.";11/2/2020 00:00:00;;8
66807913.00;0;0;0;0;566;"IBIRAMA";"Ibirama Energética S.A";11/2/2020 00:00:00;;8
66807914.00;0;0;0;0;567;"IBITURUNA";"Ibituruna Hidrelétrica S.A";11/2/2020 00:00:00;;8
66807915.00;0;0;0;0;568;"IBÓ";"Ibó Energética S.A";11/2/2020 00:00:00;;8
66807916.00;0;0;0;0;303;"CEBEL";"Centrais Elétricas Belém S.A-CEBEL";11/2/2020 00:00:00;;8
66807917.00;0;0;0;0;569;"IJUI ENERGIA";"Ijuí Energia S.A";11/2/2020 00:00:00;;8
66807918.00;0;0;0;0;570;"INDAIÁ GRANDE";"Indaiá Grande Energia S.A";11/2/2020 00:00:00;;8
66807919.00;0;0;0;0;571;"INDAIAZINHO";"Indaiazinho Energia S.A";11/2/2020 00:00:00;;8
66807920.00;0;0;0;0;572;"IRCEL";"Irmãos Rodrigues Centrais Elétricas Ltda.-IRCEL";11/2/2020 00:00:00;;8
66807921.00;0;0;0;0;573;"ISAMU IKEDA";"Isamu Ikeda Energia S.A";11/2/2020 00:00:00;;8
66807922.00;0;0;0;0;574;"ITAGUAÇU";"Itaguaçu Energia S.A";11/2/2020 00:00:00;;8
66807923.00;0;0;0;0;575;"FUNDO";"Córrego Fundo SPE Ltda.";11/2/2020 00:00:00;;8
66807924.00;0;0;0;0;447;"HIDROMEC";"Hidromec - Industria e Comércio Ltda.";11/2/2020 00:00:00;;8
66807925.00;0;0;0;0;576;"PAPER";"Internacional Paper do Brasil Ltda.";11/2/2020 00:00:00;;8
66807926.00;0;0;0;0;577;"JURUMIRIM";"Jurumirim Energética S.A";11/2/2020 00:00:00;;8
66807927.00;0;0;0;0;578;"LAGOAGRANDE";"Lagoa Grande Energética S.A";11/2/2020 00:00:00;;8
66807928.00;0;0;0;0;579;"LARANJINHA";"Laranjinha Energética Ltda.";11/2/2020 00:00:00;;8
66807929.00;0;0;0;0;580;"VALLE";"Valle Sul Energia S.A.";11/2/2020 00:00:00;;8
66807930.00;0;0;0;0;581;"LIGHTGER";"Lightger S.A";11/2/2020 00:00:00;;8
66807931.00;0;0;0;0;582;"LUDESA";"Ludesa Energética S.A";11/2/2020 00:00:00;;8
66807932.00;0;0;0;0;583;"LUMBRÁS";"Lumbrás Energética S.A";11/2/2020 00:00:00;;8
66807933.00;0;0;0;0;585;"MANGUEIRA";"Mangueira Pedra Energia Ltda.";11/2/2020 00:00:00;;8
66807934.00;0;0;0;0;586;"MARACANÃ";"Maracanã Energética S.A";11/2/2020 00:00:00;;8
66807935.00;0;0;0;0;803;"CONS.GUAPORÉ";"Consórcio UHE Guaporé";11/2/2020 00:00:00;;8
66807936.00;0;0;0;0;176;"COPREL";"Cooperativa de Geração de Energia e Desenvolvimento-Coprel";11/2/2020 00:00:00;;8
66807937.00;0;0;0;0;413;"UFAC";"Universidade Federal do Estado do Acre";11/2/2020 00:00:00;;8
66807938.00;0;0;0;0;177;"UNICAMP";"Universidade de Campinas";11/2/2020 00:00:00;;8
66807939.00;0;0;0;0;463;"SPE CRAVARI";"SPE Cravari Geração de Energia S.A";11/2/2020 00:00:00;;8
66807940.00;0;0;0;0;337;"EEPP";"Empresa Energética Porto das Pedras S.A-EEPP";11/2/2020 00:00:00;;8
66807941.00;0;0;0;0;804;"CONS.ITÁ";"Consórcio UHE Itá";11/2/2020 00:00:00;;8
66807942.00;0;0;0;0;298;"ANTÔNIO FORNASA";"Antônio Fornasa Administradora de Bens Ltda.";11/2/2020 00:00:00;;8
66807943.00;0;0;0;0;805;"ITAOCARA";"Usina Hidrelétrica Etaocara S.A.";11/2/2020 00:00:00;;8
66807944.00;0;0;0;0;338;"COPPE/UFRJ";"COPPE/UFRJ";11/2/2020 00:00:00;;8
66807945.00;0;0;0;0;343;"IGEO/UFRJ";"IGEO/UFRJ";11/2/2020 00:00:00;;8
66807946.00;0;0;0;0;347;"UERJ/UFF";"UERJ/UFF";11/2/2020 00:00:00;;8
66807947.00;0;0;0;0;806;"CONS.JAURU";"Consórcio UHE Jauru";11/2/2020 00:00:00;;8
66807948.00;0;0;0;0;807;"CONS.LUISMAGA";"Consórcio UHE Luis Eduardo Magalhães";11/2/2020 00:00:00;;8
66807949.00;0;0;0;0;808;"CONS.MACHADINHO";"Consórcio UHE Machadinho";11/2/2020 00:00:00;;8
66807950.00;0;0;0;0;809;"CONS.MANSO";"Consórcio UHE Manso";11/2/2020 00:00:00;;8
66807951.00;0;0;0;0;810;"CONS.PAI QUERÊ";"Consórcio UHE Pai Querê";11/2/2020 00:00:00;;8
66807952.00;0;0;0;0;811;"CONS.RISOLETA";"Consórcio UHE Risoleta Neves";11/2/2020 00:00:00;;8
66807953.00;0;0;0;0;812;"JARI";"Companhia Energética do Jari S.A.";11/2/2020 00:00:00;;8
66807954.00;0;0;0;0;639;"VOTORSIDERURGIA";"Votorantim Siderurgia S.A.";11/2/2020 00:00:00;;8
66807955.00;0;0;0;0;472;"ANHAMBI";"Anhambi Agroindustrial Ltda.";11/2/2020 00:00:00;;8
66807956.00;0;0;0;0;473;"AQUARIUS";"Aquarius Energética S.A";11/2/2020 00:00:00;;8
66807957.00;0;0;0;0;474;"RBO";"RBO Energia S.A";11/2/2020 00:00:00;;8
66807958.00;0;0;0;0;475;"ARCELOR";"Arcelor Mittal Brasil S.A.";11/2/2020 00:00:00;;8
66807959.00;0;0;0;0;476;"AREIA";"Areia Energia S.A";11/2/2020 00:00:00;;8
66807960.00;0;0;0;0;477;"AUTÓDROMO";"Autódromo Energética S.A";11/2/2020 00:00:00;;8
66807961.00;0;0;0;0;478;"BRAÚNA";"Barra do Braúna Energética S.A";11/2/2020 00:00:00;;8
66807962.00;0;0;0;0;479;"BCSERVICE";"BC Service Energética S.A.";11/2/2020 00:00:00;;8
66807963.00;0;0;0;0;480;"BOA FÉ";"Boa Fé Energética S.A";11/2/2020 00:00:00;;8
66807964.00;0;0;0;0;481;"BOA SORTE";"Boa Sorte Energética S.A";11/2/2020 00:00:00;;8
66807965.00;0;0;0;0;482;"BONANZA";"Bonanza Energética Ltda.";11/2/2020 00:00:00;;8
66807966.00;0;0;0;0;483;"CAETÉ";"Caeté Empreendimentos Energético Ltda.";11/2/2020 00:00:00;;8
66807967.00;0;0;0;0;484;"CALDAS";"Caldas Energética Ltda.";11/2/2020 00:00:00;;8
66807968.00;0;0;0;0;485;"CAMPOS DE JULIO";"Campos de Júlio Energia S.A";11/2/2020 00:00:00;;8
66807969.00;0;0;0;0;486;"CASA DE PEDRA";"Casa de Pedra Energia S.A";11/2/2020 00:00:00;;8
66807970.00;0;0;0;0;487;"CEMIG PCH";"Cemig PCH S.A";11/2/2020 00:00:00;;8
66807971.00;0;0;0;0;488;"CENH";"Companhia Energética Novo Horizonte-CENH";11/2/2020 00:00:00;;8
66807972.00;0;0;0;0;489;"CANDEEIRO";"Centrais Candeeiro de Energia S/A";11/2/2020 00:00:00;;8
66807973.00;0;0;0;0;490;"RPEE";"Companhia RPee Energia";11/2/2020 00:00:00;;8
66807974.00;0;0;0;0;491;"RIO TIGRE";"Centrais Elétricas Rio Tigre S.A";11/2/2020 00:00:00;;8
66807975.00;0;0;0;0;492;"DARDANELOS";"Centrais Elétricas Salto dos Dardanelos S.A";11/2/2020 00:00:00;;8
66807976.00;0;0;0;0;493;"ANHANGUERA";"Central Elétrica Anhanguera S.A";11/2/2020 00:00:00;;8
66807977.00;0;0;0;0;1048;"ALIANÇA";"Aliança Geração de Energia S.A.";11/2/2020 00:00:00;;8
66807978.00;0;0;0;0;495;"CGEDTJ";"Cooperativa de Geração de Energia e Desenvolvimento Taquari-Jacuí";11/2/2020 00:00:00;;8
66807979.00;0;0;0;0;496;"MORRINHOS";"Morrinhos Geração e Comércio de Energia Elétrica Ltda.";11/2/2020 00:00:00;;8
66807980.00;0;0;0;0;497;"CERTEL RASTRO";"Certel Rastro de Auto Geração de Energia S.A";11/2/2020 00:00:00;;8
66807981.00;0;0;0;0;954;"DUALBASE";"Dualbase Tecnologia Eletronica Ltda";11/2/2020 00:00:00;;8
66807982.00;0;0;0;0;499;"AGUALIMPA";"Água Limpa Energia S.A";11/2/2020 00:00:00;;8
66807983.00;0;0;0;0;1131;"AT&T";"AT&T Energia S.A.";11/2/2020 00:00:00;;8
66807984.00;0;0;0;0;502;"RENOVÁVEIS";"CPFL Energias Renováveis S.A.";11/2/2020 00:00:00;;8
66807985.00;0;0;0;0;503;"CIABS";"Companhia Bom Sucesso de Eletricidade-CIABS";11/2/2020 00:00:00;;8
66807986.00;0;0;0;0;504;"HTEXTIL";"Horizonte Têxtil Ltda.";11/2/2020 00:00:00;;8
66807987.00;0;0;0;0;505;"CIF";"Companhia Industrial Fluminense - CIF";11/2/2020 00:00:00;;8
66807988.00;0;0;0;0;1132;"LIMPA";"Energia Limpa Participações Ltda.";11/2/2020 00:00:00;;8
66807989.00;0;0;0;0;956;"CIMEHGO";"Centro de Informações Meteorológicas e Hidrológicas do Estado de Goiás";11/2/2020 00:00:00;;8
66807990.00;0;0;0;0;508;"CJ HIDRO";"CJ Hydro - Geração de Energia S. A";11/2/2020 00:00:00;;8
66807991.00;0;0;0;0;509;"COMODORO";"Comodoro Energética S.A";11/2/2020 00:00:00;;8
66807992.00;0;0;0;0;510;"COMOSA";"Concessionária Mosquitão S.A-COMOSA";11/2/2020 00:00:00;;8
66807993.00;0;0;0;0;511;"ITUMIRIM";"Companhia Energética Itumirim";11/2/2020 00:00:00;;8
66807994.00;0;0;0;0;512;"FIGUEIRÓPOLIS";"Companhia Hidroelétrica Figueirópolis";11/2/2020 00:00:00;;8
66807995.00;0;0;0;0;514;"CONFLUÊNCIA";"Confluência Energia S.A";11/2/2020 00:00:00;;8
66807996.00;0;0;0;0;515;"PREART";"Construtora Preart Ltda.";11/2/2020 00:00:00;;8
66807997.00;0;0;0;0;516;"CONTESTADO";"Contestado Energética S.A";11/2/2020 00:00:00;;8
66807998.00;0;0;0;0;517;"COOPERZEM";"Cooperzem Cooperativa de Geração de Energia e Desenvolvimento - Cooperzem Geração";11/2/2020 00:00:00;;8
66807999.00;0;0;0;0;518;"COQUEIRAL";"Coqueiral Energética Ltda.";11/2/2020 00:00:00;;8
66808000.00;0;0;0;0;519;"CORONEL ARAUJO";"Coronel Araújo Energética S.A";11/2/2020 00:00:00;;8
66808001.00;0;0;0;0;520;"CORUMBÁ COM";"Corumbá Concessões S.A";11/2/2020 00:00:00;;8
66808002.00;0;0;0;0;521;"PCH AGUTI";"COTESA Geradora de Energia - PCH Aguti Ltda.";11/2/2020 00:00:00;;8
66808003.00;0;0;0;0;522;"PCH NOVA TRENTO";"COTESA Geradora de Energia - PCH Nova Trento Ltda.";11/2/2020 00:00:00;;8
66808004.00;0;0;0;0;523;"PCH SEBASTIÃO";"COTESA Geradora de Energia - PCH São Sebastião Ltda.";11/2/2020 00:00:00;;8
