"RegistroID";"Importado";"Temporario";"Removido";"ImportadoRepetido";"EstadoCodigo";"Codigo";"CodigoIBGE";"Nome";"DataIns";"DataAlt";"RespAlt"
66804692.00;0;0;0;0;22;22194000;4119301;"PINHÃO";11/2/2020 00:00:00;;8
66804693.00;0;0;0;0;22;22195000;4119400;"PIRAÍ DO SUL";11/2/2020 00:00:00;;8
66804694.00;0;0;0;0;22;22197000;4119608;"PITANGA";11/2/2020 00:00:00;;8
66804695.00;0;0;0;0;22;22197500;4119657;"PITANGUEIRAS";11/2/2020 00:00:00;;8
66804696.00;0;0;0;0;22;22199000;4119806;"PLANALTO";11/2/2020 00:00:00;;8
66804697.00;0;0;0;0;22;22200500;4119905;"PONTA GROSSA";11/2/2020 00:00:00;;8
66804698.00;0;0;0;0;22;22201000;4120002;"PORECATU";11/2/2020 00:00:00;;8
66804699.00;0;0;0;0;22;22203000;4120200;"PORTO RICO";11/2/2020 00:00:00;;8
66804700.00;0;0;0;0;22;22204000;4120309;"PORTO VITÓRIA";11/2/2020 00:00:00;;8
66804701.00;0;0;0;0;22;22205000;4120408;"PRESIDENTE CASTELO BRANCO";11/2/2020 00:00:00;;8
66804702.00;0;0;0;0;22;22206000;4120507;"PRIMEIRO DE MAIO";11/2/2020 00:00:00;;8
66804703.00;0;0;0;0;22;22207000;4120606;"PRUDENTÓPOLIS";11/2/2020 00:00:00;;8
66804704.00;0;0;0;0;22;22209000;4120804;"QUATRO BARRAS";11/2/2020 00:00:00;;8
66804705.00;0;0;0;0;22;22200800;4120853;"QUATRO PONTES";11/2/2020 00:00:00;;8
66804706.00;0;0;0;0;22;22211000;4121000;"QUERÊNCIA DO NORTE";11/2/2020 00:00:00;;8
66804707.00;0;0;0;0;22;22212000;4121109;"QUINTA DO SOL";11/2/2020 00:00:00;;8
